ID;Key;Translation
04bb6c59-86d7-48f7-802d-75a483ad7abc;Dale!;Hi, Alter!
c3192b3e-4edc-4002-99e2-c93260419210;iai;Hi, Alter!
a9fa6bcb-c2dc-44c8-8fbf-b68e8814b4d9;iae;Hi, Alter!
1fcf8690-19e6-4774-abdd-f3669aba7ee5;Opa!;Hi!
3a50f79f-f282-4655-a995-1e062ebc4e26;;
067bdc74-4fa6-4f80-9d5e-20c9c1f1bc2d;;
8791e5d7-5553-4382-a845-aed07cbf8546;;
50329aa4-f0bb-4312-961d-83ef87afe5a9;;
50dd8b20-4352-4964-a6db-162ea39b7bf7;;
c1f8378c-4593-489b-8f3c-5e0d7ed4132d;;
8e6d3585-db9f-423c-8667-96f401e8f5c9;;
cf4459b4-263b-470e-bc9c-498c7d69539d;;
3f70bad5-2e21-42b2-8e64-c0edaa15043a;;
c72dca2e-a029-4247-a14c-d23d53e7929d;;
87ae7303-28a4-4f8c-8e13-c9ab68a60937;;
b832dd42-2c2c-4830-9029-ad6c038f4ffb;;
05ca8fe5-4eba-417f-839d-ea8c428ab90d;;
6eac358f-c6f0-4546-8f0f-0b5c3c6ff27f;;
51811f36-e997-42bc-937f-85cea0f282bd;;
e5af0d3d-db9d-45cb-9552-02ecb1f65b3d;;
a6f0ad16-e147-47a4-a147-9c1d08f62c7f;;
c1c5f1aa-5b9f-4868-b38b-f4a6b112c6a8;;
1522d445-ce22-4ef2-86f1-6bb8bb4bb1ec;;
af07fe8f-ed6f-4eb4-9398-d78e2292e6b1;;
4d8d1c2e-f691-47c3-85ae-37d910793110;;
a7479fa6-5026-4495-81e8-e6b08dc775d9;;
9fb03da1-9a94-4356-9850-64af601dfa10;;
68d77489-1221-4d20-9c2d-441cb2ea1e59;;
679f25ed-4192-4595-850a-e9f41f3fe9a1;;
8eee132b-ecf1-492a-bd10-3bc498a40ad7;;
7d01e61e-e1d6-49ad-8d23-a32f9efce3a0;;
c9205ec3-9fde-4cb4-b711-9b0730b73ec8;;
62490006-c345-490f-a0d6-a34f20b97de8;;
e14c9853-398a-4e4f-86a3-c2db5ae8ee1d;;
3cf20832-ab60-45e7-82d8-94ae85ca8c19;;
cb504edf-f4dd-479a-ba92-a66e427139f0;;
461682dd-7ab8-4ed7-92f0-39924dfb3f33;;
50eca79a-6d55-4302-b9e1-d2a039c978ff;;
5f9762b9-751f-48ac-b977-9a4a4a1913df;;
7d8bbb11-f805-4c7c-8584-149cbce90c96;;
c30ddcef-9274-41ce-91df-ee10c91ac820;;
b9eba3c8-c5fc-4513-9ace-1f7ab17795be;;
39b84c25-eab1-482a-8430-fb5236f25eea;;
b6a27426-3573-48f3-810a-19892055f652;;
ee29e684-568d-4d27-8ac1-154153773ce1;;
7b0b4fad-200a-448e-b897-8fc436e28448;;
cdeb4be1-79b3-419a-81c1-78107de0fef7;;
8dc3f939-bd26-4e20-9eb1-2931fb689f0f;;
d65aa2a4-bdbc-4a89-ac79-304d4d421c7f;;
1c45acfa-dbaf-42d2-90f4-c5c76a60896f;;
881d15c0-6b92-46e8-8ecd-7df70e819ee5;;
05dd46ef-6c44-4290-8ec7-f9edc719dd88;;
313804ba-1302-49c6-9ab5-5bcf9f063b34;;
0a810435-0623-4995-9b91-ba475b5fccd8;;
3dfc5492-7a53-46f8-b930-d4785cae6b58;;
4fb21940-2479-4080-8808-e94c6949f475;;
40b01bee-7744-4234-92af-5e2495f9cdeb;;
d77d971c-d123-482b-b8ee-96215d9d5893;;
acf69b88-f690-44df-84c1-74f29408dee0;;
ac2c92d5-b0fa-4059-9f57-3391a28266c0;;
9c24d294-24cf-4063-ad28-c6a0a917882c;;
f95da599-5613-43b0-b324-d6b906bb1219;;
5ac1c0ea-1586-4f27-a8f8-3181d1122ec9;;
0faa4dc7-8ab1-493e-b231-b6c8fe6ba2ac;;
d7f2e5da-f7e8-4c16-9984-1cb56cca9967;;
24029feb-fac9-4b10-9434-fa069aa62f74;;
56480524-e89e-497b-b34a-e8ac4ebbb2ac;;
81c3a009-ee48-4a54-8a0e-e2defc53be0b;;
04ce2f90-b0aa-4fcb-b8b0-fa612c820b8f;;
b7372b44-fc6f-459e-8b8c-088becf8ff04;;
5d50a574-1ef9-415c-83cb-b6401c9b2ba3;;
079f98b6-dc1b-4f8d-95cd-ebc786b1157b;;
577497aa-4f60-4b37-a705-5c51e807a0ab;;
c63b4842-59ea-450a-bc16-109f97153b7a;;
b9a7a393-64e2-4f70-aeff-ab7f6c25c00c;;
86204744-0669-4576-8e88-b8fed8456f2e;;
84057fc4-1b78-4b99-a9e4-3751b7b84bba;;
3119d538-2984-4dd7-b8c7-b82bb9bfb28a;;
51031ca6-e9ff-44ae-9e2a-370a23aabe19;;
2210058e-0efb-4f86-8922-593a83f24894;;
a4ce35c1-356f-45d3-8df3-2f21b207a3eb;;
16970206-875e-449a-b1ff-2483f5141aa3;;
13379605-62e5-4a8d-b215-f79abba8b1d9;;
ae2fcae4-d42d-426c-8821-0079ad7c8a98;;
fb8db23e-f1d3-49b1-a86a-37a4f1a9fa46;;
cbcb9278-95ae-4535-b9bc-658c88f13063;;
0188a7ad-639f-4602-8c8e-5a893ba6b6bd;;
f60be28c-0d0b-4045-be76-8a5cdefacdb7;;
4d0804d6-32e7-43a0-a427-1b23e1f82a74;;
8a174546-04cd-40a4-ad6b-be2871e13a10;;
